guid,id,name,Platform,Rating,Score,Action,Platformer,Puzzle,First-Person Shooter,Driving/Racing,Vehicular Combat,Shooter,Fighting,Adventure,Role-Playing,Action-Adventure,Shoot 'Em Up,Brawler,Wrestling,Compilation,Strategy,Simulation,Sports,Flight Simulator,Music/Rhythm,Baseball,Card Game,Trivia/Board Game,Football,Dual-Joystick Shooter,Golf,Real-Time Strategy,MMORPG,Tennis,Text Adventure,Soccer,Light-Gun Shooter,Billiards,Block-Breaking,Pinball,MOBA,Bowling,Snowboarding/Skiing,Basketball,Skateboarding,Educational,Minigame Collection,Cricket,Hockey,Fishing,Gambling,Surfing,Boxing,Fitness,Track & Field
3030-15504,15504,Top Hunter: Roddy & Cathy,PS4,E10+,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-15508,15508,Gradius,PS4,E,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-15672,15672,Final Fantasy Crystal Chronicles,PS4,T,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-15728,15728,The King of Fighters 2000,PS4,T,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-15784,15784,Galaga,PS4,E,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-15836,15836,D/Generation,PS4,,,Yes,,,,,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-15849,15849,flOw,PS4,E,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-15917,15917,Transport Giant,PS4,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-16014,16014,Puzzle Quest: Challenge of the Warlords,PS4,E10+,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-16064,16064,World Heroes 2 JET,PS4,K-A,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-16206,16206,The Warriors,PS4,M,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-16305,16305,Dragon Warrior,PS4,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-16407,16407,Samurai Shodown II,PS4,T,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-16738,16738,Galaxy Fight: Universal Warriors,PS4,E10+,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-16788,16788,Doom 64,PS4,M,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-16848,16848,Dragon Warrior III,PS4,T,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-16922,16922,Star Wars: Jedi Knight - Jedi Academy,PS4,T,,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-17036,17036,Grand Theft Auto: Vice City,PS4,M,,,,,,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-17073,17073,Pooyan,PS4,,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-17293,17293,Alien Shooter,PS4,M,,Yes,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
3030-17483,17483,Out of This World,PS4,T,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-17543,17543,Destroy All Humans!,PS4,T,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-17571,17571,Star Wars: Bounty Hunter,PS4,T,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-17576,17576,Front Line,PS4,,,Yes,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-17678,17678,The Last Blade,PS4,T,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-17791,17791,Neo Turf Masters,PS4,E,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,
3030-17885,17885,Ys Origin,PS4,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-18240,18240,The King of Fighters 2003,PS4,T,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-18293,18293,Renegade,PS4,E10+,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-18360,18360,PaRappa the Rapper,PS4,E,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-18540,18540,Disgaea: Hour of Darkness,PS4,T,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-18568,18568,The King of Fighters '95,PS4,T,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-18648,18648,Night Trap,PS4,M,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-18651,18651,Eternal Ring,PS4,T,,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-18881,18881,MagMax,PS4,,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-19020,19020,Metal Slug Anthology,PS4,T,,Yes,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-19053,19053,Doukoku Soshite...,PS4,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-19210,19210,Aero Fighters 2,PS4,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-19251,19251,Robo Army,PS4,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-19626,19626,World Heroes 2,PS4,T,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-19651,19651,War of the Monsters,PS4,T,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-19695,19695,Commandos 2: Men of Courage,PS4,T,,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-19735,19735,Saint Dragon,PS4,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-19936,19936,Fatal Fury 3: Road to the Final Victory!,PS4,T,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-20461,20461,God of War III,PS4,M,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-20487,20487,Borderlands,PS4,M,,Yes,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-20555,20555,Ōkami,PS4,T,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-20569,20569,Resident Evil 5,PS4,M,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-20646,20646,de Blob,PS4,E,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-20654,20654,Doom,PS4,M,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-20688,20688,Ghostbusters: The Video Game,PS4,E10+,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-20710,20710,Bayonetta,PS4,M,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-20733,20733,Castle Crashers,PS4,T,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-20752,20752,Double Dragon,PS4,E,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-20803,20803,Diablo III,PS4,M,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-20836,20836,Tales of Vesperia,PS4,T,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-20873,20873,Heavenly Guardian,PS4,E,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-20903,20903,Naruto: Ultimate Ninja Storm,PS4,T,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-20911,20911,Final Fantasy Fables: Chocobo's Dungeon,PS4,E,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-20933,20933,Baja: Edge of Control,PS4,E,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-20971,20971,Valkyria Chronicles,PS4,T,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-20985,20985,APB Reloaded,PS4,M,,,,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-20991,20991,Darksiders,PS4,M,,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-21006,21006,Final Fantasy XV,PS4,T,,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-21064,21064,Lock's Quest,PS4,E,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
3030-21094,21094,Star Ocean: The Last Hope,PS4,T,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-21095,21095,The Last Remnant,PS4,M,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-21108,21108,Star Ocean: First Departure,PS4,T,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-21110,21110,DC Universe Online,PS4,T,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,
3030-21111,21111,LocoRoco 2,PS4,E,,,Yes,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-21113,21113,Patapon 2,PS4,E,,,,Yes,,,,,,,,,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-21120,21120,Flower,PS4,E,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-21125,21125,Red Faction: Guerrilla,PS4,M,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-21174,21174,Full Throttle,PS4,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-21304,21304,Heavy Rain,PS4,M,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-21464,21464,Star Ocean:  Second Evolution,PS4,T,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-21494,21494,Beyond Good and Evil 2,PS4,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-21500,21500,L.A. Noire,PS4,M,,,,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-21559,21559,Marvel Ultimate Alliance 2,PS4,E10+,,Yes,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-21810,21810,Star Trek Online,PS4,T,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,
3030-21848,21848,Final Fantasy Type-0,PS4,M,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-21861,21861,TwinBee,PS4,E,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-22168,22168,Hot Shots Tennis,PS4,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,
3030-22198,22198,Mr. Goemon,PS4,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-22304,22304,Yakuza 3,PS4,M,,,,,,,,,,,Yes,Yes,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-22314,22314,A-Jax,PS4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-22412,22412,Dangun Feveron,PS4,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-22418,22418,Flywrench,PS4,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-22420,22420,Uncharted 2: Among Thieves,PS4,T,,,,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-22457,22457,Haunted Castle,PS4,E,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-22517,22517,La-Mulana,PS4,E10+,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-22631,22631,Alpha Mission II,PS4,E,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-22843,22843,Fatal Fury: Battle Archives Volume 2,PS4,T,,,,,,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-22919,22919,Battle Garegga,PS4,E,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-22998,22998,R-Type Dimensions,PS4,E,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-23245,23245,Batman: Arkham Asylum,PS4,M,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-23249,23249,Clannad,PS4,T,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-23253,23253,Rewrite,PS4,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
3030-23535,23535,Samurai Shodown VI,PS4,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-23648,23648,Machinarium,PS4,E10+,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-23712,23712,Super Sidekicks 3: The Next Glory,PS4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,
3030-23714,23714,Owlboy,PS4,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-23796,23796,Arcania: Gothic 4,PS4,T,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-23825,23825,Super Sidekicks,PS4,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,
3030-23872,23872,Feist,PS4,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-24063,24063,428: Shibuya Scramble,PS4,T,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-24081,24081,Dreamfall Chapters,PS4,M,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-24108,24108,Dragon Warrior II,PS4,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-24301,24301,The Unfinished Swan,PS4,E10+,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-24308,24308,Real Heroes: Firefighter,PS4,E10+,,Yes,,Yes,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-24713,24713,Modern Warfare 2,PS4,M,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-24739,24739,Trine,PS4,E10+,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-24768,24768,Fez,PS4,E,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-24783,24783,Dragon Quest X: Mezameshi Itsutsu no Shuzoku Online,PS4,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,
3030-24999,24999,Spelunky,PS4,T,,,Yes,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-25114,25114,Super Meat Boy,PS4,T,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-25187,25187,Dead Rising 2,PS4,M,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-25298,25298,SuperHyperCube,PS4,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-25508,25508,A Boy and His Blob,PS4,E,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-25558,25558,Resident Evil: The Darkside Chronicles,PS4,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
3030-25622,25622,Mount & Blade: Warband,PS4,T,,Yes,,,,,,,,,Yes,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-25787,25787,Resonance of Fate,PS4,T,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-26049,26049,Sakura Sakura,PS4,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-26331,26331,Ultratron,PS4,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
3030-26400,26400,Thief,PS4,M,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-26417,26417,Hitman: Absolution,PS4,M,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-26513,26513,The Last Guardian,PS4,T,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-26561,26561,Rygar,PS4,E,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-26706,26706,Shadow Complex,PS4,T,,,,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-26847,26847,Final Fantasy XIV Online: A Realm Reborn,PS4,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,
3030-26871,26871,Hustle Kings,PS4,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,
3030-27028,27028,Mirror's Edge Catalyst,PS4,T,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-27193,27193,MotoRace USA,PS4,E,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-27195,27195,Power Spikes II,PS4,E,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-27312,27312,Tomb Raider,PS4,M,,,Yes,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-27487,27487,Yakuza 4,PS4,M,,,,,,,,,,,Yes,Yes,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-27578,27578,Nioh,PS4,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-27668,27668,The Witness,PS4,E,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-27691,27691,Dust: An Elysian Tail,PS4,E10+,,Yes,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-27715,27715,Resident Evil,PS4,M,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-27866,27866,Dead Nation,PS4,M,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
3030-27971,27971,Gem Smashers,PS4,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,
3030-28141,28141,Shantae: Risky's Revenge,PS4,E10+,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-28224,28224,Steins;Gate,PS4,M,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-28488,28488,Angel Senki,PS4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,
3030-28918,28918,Metal Slug XX,PS4,T,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-29010,29010,Scivelation,PS4,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-29025,29025,PlanetSide 2,PS4,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,
3030-29132,29132,Syberia 3,PS4,T,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-29355,29355,Tera,PS4,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,
3030-29441,29441,Sleeping Dogs,PS4,M,,,,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-29443,29443,Batman: Arkham City,PS4,T,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-29649,29649,Gekido Advance: Kintaro's Revenge,PS4,T,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-29650,29650,NieR Replicant,PS4,,,Yes,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-29745,29745,VVVVVV,PS4,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-29903,29903,Vanquish,PS4,M,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-29940,29940,de Blob 2,PS4,E,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-29941,29941,Darksiders II,PS4,M,,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-30060,30060,Art Of Balance,PS4,E,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-30088,30088,Bulletstorm,PS4,M,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-30380,30380,Limbo,PS4,T,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-30471,30471,Miegakure,PS4,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-30475,30475,Minecraft,PS4,E10+,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-30480,30480,Lichdom: Battlemage,PS4,,,Yes,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-30486,30486,Persona 5,PS4,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-30539,30539,Naruto Shippuden: Ultimate Ninja Storm 2,PS4,T,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-30567,30567,World of Tanks,PS4,T,,,,,,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-30616,30616,Terra Force,PS4,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-30694,30694,Gate of Doom,PS4,E10+,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030-30839,30839,Mat Mania,PS4,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
